show_id,rating,duration,listed_in,score,votes,popularity
s5016,TV-MA,75 min,"Comedies, International Movies",5.4,551,5.9
s5017,TV-MA,89 min,Movies,4.7,21973,4.2
s5018,TV-MA,81 min,Movies,6.5,29382,6.8
s5019,TV-MA,47 min,"Comedies, Cult Movies",6.5,13946,6.7
s5020,TV-MA,46 min,Movies,7.1,2767,7.6
s5021,TV-14,125 min,"Comedies, Independent Movies, International Movies",4.1,6938,4.2
s5022,TV-14,160 min,"Dramas, International Movies",7.7,23909,7.5
s5023,TV-MA,110 min,"Dramas, International Movies, Thrillers",5.6,14616,5.8
s5024,TV-MA,69 min,Movies,7,18505,6.8
s5025,TV-MA,67 min,Stand-Up Comedy,6.5,1426,6.8
s5026,TV-MA,105 min,"Horror Movies, International Movies, Thrillers",5.8,1411,6
s5027,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",4.6,15607,4.5
s5028,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Thrillers",5.8,13191,5.8
s5029,TV-MA,127 min,"Sci-Fi & Fantasy, Thrillers",7.8,14439,8.1
s5030,TV-MA,1 Season,"Crime TV Shows, TV Dramas",4.2,17955,3.9
s5031,TV-14,1 Season,"British TV Shows, Docuseries, International TV Shows",5.5,27091,5.1
s5032,TV-MA,109 min,"Dramas, International Movies, Thrillers",4.3,11106,3.8
s5033,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, International TV Shows",4.8,28140,4.8
s5034,TV-PG,134 min,"Action & Adventure, Dramas, International Movies",6,14400,5.9
s5035,TV-MA,60 min,Stand-Up Comedy,6.3,127,6.1
s5036,TV-Y7,6 Seasons,"Kids' TV, TV Action & Adventure",7.5,19876,7.3
s5037,TV-14,1 Season,"TV Comedies, TV Dramas, Teen TV Shows",4.7,24852,4.9
s5038,TV-MA,96 min,"Dramas, Romantic Movies",5.7,25096,5.6
s5039,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",6.2,27804,6.4
s5040,TV-MA,65 min,Stand-Up Comedy,6.8,2233,6.9
s5041,TV-14,133 min,"Comedies, International Movies, Romantic Movies",5.1,26627,5
s5042,TV-14,96 min,Documentaries,7.2,1389,7.6
s5043,TV-MA,95 min,"Horror Movies, International Movies, Thrillers",7.1,13321,7.5
s5044,TV-PG,24 min,"Documentaries, International Movies",7,25128,6.5
s5045,TV-14,97 min,"Comedies, Romantic Movies",4.3,19426,4.8
s5046,TV-PG,65 min,"Music & Musicals, Stand-Up Comedy",5.8,1307,5.8
s5047,TV-14,1 Season,"TV Action & Adventure, TV Dramas",6.6,12001,6.1
s5048,PG-13,102 min,"Action & Adventure, Sci-Fi & Fantasy",4.3,15822,4
s5049,TV-MA,1 Season,"Docuseries, Reality TV",6.7,601,6.8
s5050,TV-MA,53 min,Stand-Up Comedy,5.9,237,6.1
s5051,TV-MA,116 min,"Dramas, International Movies, Romantic Movies",7.4,12565,7.8
s5052,TV-14,102 min,"Comedies, Dramas, International Movies",8,25135,8.3
s5053,TV-MA,86 min,Documentaries,5.3,8235,5.7
s5054,TV-MA,117 min,"Dramas, Independent Movies, Romantic Movies",5.4,20069,5.8
s5055,TV-MA,8 Seasons,"Crime TV Shows, Docuseries, International TV Shows",7.6,27055,7.1
s5056,TV-PG,96 min,"Documentaries, International Movies",7,3362,7.5
s5057,TV-14,69 min,Stand-Up Comedy,6.9,27719,7.1
s5058,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",5.1,10417,5.3
s5059,TV-MA,108 min,"Comedies, Dramas, Faith & Spirituality",4.3,29788,4.2
s5060,TV-MA,102 min,Comedies,4.5,15553,4.7
s5061,TV-MA,61 min,Stand-Up Comedy,4.2,58,4.7
s5062,TV-MA,57 min,Stand-Up Comedy,5.1,19066,5.3
s5063,TV-MA,49 min,Stand-Up Comedy,6.4,110,6.7
s5064,TV-Y7,6 Seasons,"Kids' TV, TV Comedies",7.1,24336,6.9
s5065,R,87 min,"Action & Adventure, International Movies",6.7,25395,7
s5066,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Comedies",4.4,19148,3.9
s5067,TV-MA,59 min,Stand-Up Comedy,6.3,114,6
s5068,TV-MA,63 min,Stand-Up Comedy,5.1,374,5.5
s5069,TV-MA,69 min,"Documentaries, International Movies",7.7,5387,8
s5070,TV-MA,2 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",7.2,20893,7.4
s5071,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",6.5,8453,6
s5072,TV-14,62 min,Stand-Up Comedy,4.7,180,5
s5073,PG-13,108 min,Comedies,6.7,27406,7.1
s5074,TV-MA,95 min,"Horror Movies, Thrillers",6.8,20933,7.1
s5075,TV-MA,99 min,"Independent Movies, International Movies, Thrillers",4.5,25650,4.4
s5076,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",4.1,23250,4.6
s5077,TV-MA,62 min,Stand-Up Comedy,4,42,3.7
s5078,TV-14,1 Season,TV Shows,4.6,5026,4.5
s5079,TV-MA,60 min,Stand-Up Comedy,6.2,1002,6.1
s5080,TV-14,147 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",7.1,6959,6.6
s5081,TV-14,153 min,"Dramas, International Movies, Music & Musicals",6.2,19485,6.6
s5082,TV-PG,87 min,"Children & Family Movies, Dramas, Sports Movies",4.3,24574,4.3
s5083,TV-MA,2 Seasons,TV Comedies,4.8,19220,4.5
s5084,TV-14,124 min,"Dramas, International Movies",7.4,22926,7.2
s5085,TV-14,94 min,"Comedies, Independent Movies",5,8519,5.4
s5086,TV-MA,100 min,"Documentaries, International Movies",6.1,36,6.4
s5087,TV-MA,71 min,Stand-Up Comedy,4.9,2392,4.6
s5088,TV-MA,60 min,Stand-Up Comedy,5.4,3771,5.1
s5089,TV-MA,135 min,"Horror Movies, International Movies, Thrillers",5.2,7670,5.3
s5090,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",7.7,3134,7.2
s5091,TV-MA,5 Seasons,"Classic & Cult TV, TV Comedies",5.9,2065,5.6
s5092,PG-13,97 min,"Horror Movies, Thrillers",6.9,18273,6.6
s5093,TV-MA,1 Season,"Anime Series, International TV Shows, TV Horror",7.4,19224,7.5
s5094,TV-14,86 min,"Comedies, Dramas, Independent Movies",7.7,18127,8.2
s5095,TV-MA,91 min,"Documentaries, International Movies",6.3,14220,6.7
s5096,TV-14,1 Season,"Anime Series, International TV Shows",6.6,25825,7.1
s5097,TV-14,5 Seasons,"Anime Series, International TV Shows",6.8,26100,6.3
s5098,TV-MA,3 Seasons,"British TV Shows, International TV Shows, Romantic TV Shows",4.1,15982,3.6
s5099,TV-Y7,1 Season,"Anime Series, Kids' TV",6.7,2862,7
s5100,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",6,27038,6.1
s5101,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",4.5,28306,4
s5102,R,82 min,"Comedies, International Movies",6.7,26027,6.5
s5103,R,102 min,"Comedies, International Movies, Sports Movies",5.4,8888,5
s5104,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",5.9,25454,5.9
s5105,TV-14,105 min,"Action & Adventure, Comedies, Dramas",4.4,14684,4
s5106,TV-14,1 Season,"International TV Shows, TV Dramas",7.3,8484,7.2
s5107,TV-14,106 min,"Children & Family Movies, Music & Musicals",6.3,9102,6.3
s5108,TV-MA,91 min,"Comedies, Independent Movies",5.5,3771,5.9
s5109,TV-MA,61 min,Stand-Up Comedy,6.8,861,6.3
s5110,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Comedies",7.4,18856,7.7
s5111,TV-MA,80 min,"Horror Movies, Independent Movies, Thrillers",7.3,29958,7.3
s5112,TV-PG,1 Season,"British TV Shows, Docuseries",6,18754,5.6
s5113,TV-14,1 Season,"Docuseries, International TV Shows, Science & Nature TV",6.6,592,6.5
s5114,TV-MA,118 min,"Action & Adventure, Sci-Fi & Fantasy",7.4,9749,7.7
s5115,TV-MA,94 min,"Dramas, International Movies, Romantic Movies",4.3,9602,3.9
s5116,TV-G,84 min,"Children & Family Movies, Comedies",6.2,27662,5.9
s5117,R,103 min,Documentaries,6.3,12647,6.8
s5118,TV-MA,69 min,Stand-Up Comedy,7.4,1646,7.2
s5119,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",6.4,6789,6.6
s5120,TV-MA,2 Seasons,"International TV Shows, Korean TV Shows, Romantic TV Shows",5.6,13796,6
s5121,TV-MA,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",7.1,24539,7.1
s5122,TV-G,105 min,"Dramas, International Movies, Romantic Movies",4.5,21797,4.5
s5123,TV-MA,128 min,"Comedies, Dramas, International Movies",4.2,8979,4.6
s5124,PG-13,86 min,"Comedies, Independent Movies",4.5,14034,4.7
s5125,TV-MA,109 min,"Comedies, Dramas, International Movies",5.3,26251,5.4
s5126,TV-14,1 Season,"Crime TV Shows, Docuseries",4.1,5826,3.9
s5127,TV-14,4 Seasons,TV Dramas,7.8,15470,7.6
s5128,TV-MA,70 min,Stand-Up Comedy,6.2,1354,5.9
s5129,TV-14,1 Season,"International TV Shows, TV Dramas",6,20977,5.6
s5130,TV-MA,89 min,"Comedies, Dramas",6.2,11438,6.6
s5131,TV-14,162 min,"Action & Adventure, International Movies",4.1,29151,4
s5132,TV-14,163 min,"Dramas, International Movies, Music & Musicals",6.5,13049,6.3
s5133,TV-14,91 min,"Documentaries, Faith & Spirituality",4,2949,4.2
s5134,TV-Y7,27 min,"Children & Family Movies, Comedies, Music & Musicals",8,28757,7.7
s5135,TV-MA,67 min,Stand-Up Comedy,6.6,1008,6.1
s5136,TV-MA,142 min,"Comedies, International Movies, Romantic Movies",6.6,9503,6.7
s5137,TV-MA,78 min,"Horror Movies, Independent Movies",4.7,20645,4.3
s5138,TV-Y,26 min,"Children & Family Movies, Comedies",5.8,162,5.5
s5139,TV-Y7,5 Seasons,"Kids' TV, TV Comedies",4.8,21737,4.3
s5140,TV-14,1 Season,"International TV Shows, TV Dramas",5,21968,4.7
s5141,TV-Y,46 min,"Children & Family Movies, Comedies, Music & Musicals",7.1,26428,7.6
s5142,TV-PG,1 Season,"International TV Shows, TV Comedies",7.6,824,7.8
s5143,TV-Y7,81 min,Children & Family Movies,5.5,2383,5.1
s5144,TV-14,119 min,"Dramas, Independent Movies, International Movies",4.2,24322,4.1
s5145,TV-Y7,1 Season,"Kids' TV, TV Comedies",7.2,24409,7.3
s5146,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",4.3,13714,4.8
s5147,TV-MA,99 min,"International Movies, Sci-Fi & Fantasy, Thrillers",7.9,22325,7.7
s5148,TV-14,4 Seasons,TV Dramas,7.9,10418,8.4
s5149,TV-MA,96 min,Documentaries,7.7,25117,7.5
s5150,TV-MA,4 Seasons,"British TV Shows, International TV Shows, TV Comedies",4.1,18265,4.5
s5151,TV-MA,3 Seasons,"British TV Shows, Crime TV Shows, International TV Shows",5.2,17486,5.3
s5152,PG-13,128 min,"Comedies, International Movies",7,24655,6.7
s5153,TV-14,114 min,Documentaries,4.3,24086,4.8
s5154,TV-MA,101 min,"Dramas, Independent Movies, International Movies",6.8,15281,6.3
s5155,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",6.6,19141,7
s5156,TV-MA,1 Season,"International TV Shows, TV Comedies",7.1,3137,7.4
s5157,TV-MA,1 Season,TV Shows,4.9,26311,4.6
s5158,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",7.3,282,6.8
s5159,TV-14,109 min,Music & Musicals,7.9,10622,8.2
s5160,TV-MA,1 Season,TV Dramas,7.1,6010,6.6
s5161,TV-Y,51 min,"Children & Family Movies, Music & Musicals",7.8,23391,7.5
s5162,TV-PG,61 min,Stand-Up Comedy,6.3,685,6
s5163,TV-PG,73 min,Documentaries,7.4,4585,7.2
s5164,TV-PG,92 min,"Children & Family Movies, Dramas, Romantic Movies",4.9,27007,4.5
s5165,TV-MA,94 min,Documentaries,5.4,4746,5.6
s5166,TV-MA,6 Seasons,"Crime TV Shows, TV Dramas",6.6,18445,6.4
s5167,TV-Y,3 Seasons,Kids' TV,6.3,55,6.3
s5168,R,135 min,"Dramas, Independent Movies",4.3,14084,4.7
s5169,TV-MA,1 Season,Reality TV,7.4,27216,7
s5170,TV-14,1 Season,"Anime Series, International TV Shows, Teen TV Shows",7.3,20585,7.7
s5171,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",5.5,11790,5.6
s5172,TV-MA,66 min,Stand-Up Comedy,6.2,451,5.8
s5173,TV-MA,126 min,"Action & Adventure, Comedies, International Movies",7.1,3036,6.8
s5174,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies",6.9,123,7.3
s5175,TV-Y7,2 Seasons,"Anime Series, Kids' TV",8,11721,8.3
s5176,TV-MA,2 Seasons,TV Comedies,5.5,16212,5.7
s5177,TV-MA,54 min,Stand-Up Comedy,4.1,19441,3.9
s5178,TV-MA,100 min,"Action & Adventure, International Movies",4.2,28712,4.4
s5179,TV-MA,2 Seasons,"Anime Series, International TV Shows",4.9,12863,4.9
s5180,R,81 min,Documentaries,4.7,10715,4.9
s5181,TV-G,6 Seasons,Kids' TV,7.4,13958,7.1
s5182,R,123 min,Dramas,7,19381,7.1
s5183,TV-MA,144 min,Documentaries,7.8,797,7.8
s5184,PG-13,153 min,"Comedies, Dramas, International Movies",6,9111,5.6
s5185,TV-14,1 Season,"International TV Shows, TV Dramas",5,24187,5.2
s5186,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",7.1,17969,7.1
s5187,TV-PG,141 min,"Action & Adventure, Dramas, International Movies",5.3,11598,5.1
s5188,TV-MA,104 min,"International Movies, Thrillers",5.2,24065,5.6
s5189,TV-PG,97 min,"Action & Adventure, Dramas, International Movies",2,261,2.3
s5190,TV-G,82 min,"Children & Family Movies, Comedies",4.4,7647,4.2
s5191,TV-MA,98 min,"Action & Adventure, Dramas, International Movies",7.5,20451,7.3
s5192,TV-MA,1 Season,"International TV Shows, TV Dramas",7.9,16306,7.8
s5193,TV-MA,1 Season,"International TV Shows, TV Dramas",5,4228,5
s5194,TV-14,1 Season,"International TV Shows, TV Dramas",5.6,14800,5.7
s5195,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",5.3,27779,4.8
s5196,TV-14,1 Season,"International TV Shows, TV Dramas",4.5,19237,4.1
s5197,TV-MA,84 min,Stand-Up Comedy,7.8,1524,7.4
s5198,R,76 min,Documentaries,4.8,27618,4.5
s5199,PG-13,75 min,"Dramas, Romantic Movies, Sports Movies",5.9,23478,5.5
s5200,PG,93 min,"Children & Family Movies, Comedies",4.5,14068,4.7
s5201,TV-14,1 Season,"Stand-Up Comedy & Talk Shows, TV Mysteries, TV Sci-Fi & Fantasy",5.9,12587,6.1
s5202,TV-14,98 min,Documentaries,8,12539,8.3
s5203,R,91 min,"Dramas, Independent Movies",7.1,7113,6.7
s5204,R,168 min,"Action & Adventure, Thrillers",6.1,20336,6
s5205,TV-MA,68 min,Stand-Up Comedy,6.8,2203,7.2
s5206,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries",6.5,26994,7
s5207,TV-MA,3 Seasons,"British TV Shows, TV Comedies",4.7,24130,4.7
s5208,TV-MA,103 min,"Dramas, Thrillers",5.6,6819,6
s5209,TV-PG,2 Seasons,"TV Comedies, Teen TV Shows",5.6,15015,6
s5210,TV-14,95 min,Documentaries,7.3,11687,6.9
s5211,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",4.2,14128,3.7
s5212,TV-MA,82 min,Action & Adventure,6,20555,6
s5213,TV-MA,94 min,"Comedies, International Movies, Romantic Movies",4.3,18605,3.8
s5214,TV-MA,66 min,Stand-Up Comedy,7.2,2410,7.6
s5215,TV-14,135 min,"Action & Adventure, International Movies",7.7,15608,8.2
s5216,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",5,10106,5.1
s5217,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",6.7,28477,6.6
s5218,TV-14,144 min,"Dramas, International Movies, Music & Musicals",5.1,29755,5
s5219,TV-MA,90 min,"Documentaries, International Movies",6,18222,6.5
s5220,TV-Y,1 Season,Kids' TV,5.5,13029,5.5
s5221,TV-PG,158 min,"Comedies, Dramas, International Movies",4.4,17555,4.2
s5222,TV-G,6 Seasons,"Docuseries, Reality TV",5.6,20031,5.2
s5223,TV-14,83 min,"Comedies, Dramas, International Movies",6.2,26780,6.1
s5224,TV-MA,102 min,"Dramas, International Movies",5.3,3198,5.6
s5225,TV-MA,52 min,Stand-Up Comedy,6.5,1537,6.1
s5226,TV-MA,110 min,Documentaries,6.9,912,7
s5227,TV-MA,85 min,"Comedies, Horror Movies",7.4,12893,7.6
s5228,TV-MA,113 min,"Comedies, Dramas, Independent Movies",6.9,25881,7.2
s5229,TV-MA,88 min,"Comedies, International Movies, Romantic Movies",5.5,4362,5.7
s5230,TV-MA,89 min,"Comedies, Independent Movies, International Movies",5.7,2894,5.7
s5231,TV-MA,59 min,Stand-Up Comedy,6.4,1039,6.5
s5232,TV-PG,1 Season,"Anime Series, International TV Shows",6.2,328,6.4
s5233,TV-Y7,2 Seasons,Kids' TV,5.6,29701,6
s5234,TV-MA,106 min,"Documentaries, LGBTQ Movies",4.4,22143,4.1
s5235,TV-MA,66 min,Stand-Up Comedy,4.5,169,4.9
s5236,TV-MA,135 min,"Dramas, International Movies, Thrillers",6.4,11490,6.8
s5237,TV-Y7,1 Season,"Anime Series, Kids' TV",6.9,22847,6.8
s5238,TV-Y7,1 Season,"Kids' TV, TV Comedies",5.7,19124,5.3
s5239,TV-MA,93 min,"Comedies, International Movies",4,4368,4.2
s5240,TV-MA,79 min,"Documentaries, International Movies",7.9,8489,8.4
s5241,PG-13,107 min,"Documentaries, Sports Movies",5.3,26425,5.3
s5242,TV-Y7,47 min,"Children & Family Movies, Comedies",6.1,14990,6.2
s5243,TV-14,1 Season,"International TV Shows, TV Dramas",4.9,8435,4.9
s5244,TV-Y,2 Seasons,Kids' TV,5.7,4601,5.6
s5245,TV-14,4 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Sci-Fi & Fantasy",4.7,17850,4.7
s5246,TV-PG,7 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy",6.1,24590,5.7
s5247,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",8,21317,8.2
s5248,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",7.6,23488,7.4
s5249,TV-14,118 min,"Dramas, International Movies",5.4,9758,5.8
s5250,TV-MA,81 min,"Dramas, Independent Movies, International Movies",5.8,29761,6.2
s5251,TV-14,1 Season,"International TV Shows, TV Dramas",4.5,9446,4.4
s5252,TV-MA,1 Season,"British TV Shows, Docuseries, International TV Shows",7.1,3642,7.1
s5253,TV-MA,103 min,"Horror Movies, Thrillers",7.3,24390,7.8
s5254,TV-14,40 min,Documentaries,7.5,11157,7.4
s5255,TV-PG,1 Season,"International TV Shows, TV Comedies, TV Dramas",6.2,13505,6.6
s5256,TV-14,103 min,"Dramas, Romantic Movies",5.5,26195,5.9
s5257,TV-MA,85 min,"Documentaries, International Movies",5,7184,4.6
s5258,TV-14,1 Season,"British TV Shows, Docuseries, International TV Shows",7.4,216,7.4
s5259,TV-MA,2 Seasons,TV Comedies,4.8,5629,5.1
s5260,TV-PG,1 Season,"International TV Shows, TV Dramas",4.1,27042,4.5
s5261,TV-MA,104 min,"Dramas, Independent Movies, International Movies",6.4,29370,6.7
s5262,TV-MA,82 min,Stand-Up Comedy,6.6,1122,7.1
s5263,TV-14,4 Seasons,"International TV Shows, Reality TV",6.3,4493,6.1
s5264,TV-14,3 Seasons,"TV Sci-Fi & Fantasy, TV Thrillers",5.3,8599,5.5
s5265,NC-17,112 min,"Comedies, International Movies",5.4,21312,5.9
s5266,TV-MA,102 min,"Comedies, Horror Movies, International Movies",4.9,19931,5.4
s5267,TV-MA,101 min,"Documentaries, Music & Musicals",7.1,8010,6.6
s5268,R,119 min,"Dramas, Independent Movies, Thrillers",6.2,15507,6.4
s5269,TV-14,62 min,Stand-Up Comedy,4.2,19614,4.5
s5270,TV-Y,64 min,Children & Family Movies,6.9,28695,6.4
s5271,TV-MA,137 min,Dramas,5,10662,5.1
s5272,TV-MA,108 min,Documentaries,7,3506,7.4
s5273,TV-Y,2 Seasons,Kids' TV,5.3,119,5
s5274,G,78 min,"Children & Family Movies, Documentaries",7.8,26663,7.3
s5275,TV-MA,7 Seasons,"TV Comedies, TV Dramas",5.9,25638,5.8
s5276,TV-14,40 min,Documentaries,6.9,26471,7.3
s5277,TV-MA,71 min,Stand-Up Comedy,6.4,1295,6.5
s5278,TV-14,99 min,Comedies,6.3,18319,6.1
s5279,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",4.7,28112,5
s5280,TV-MA,60 min,Stand-Up Comedy,5.1,37,5
s5281,TV-MA,1 Season,"Docuseries, Science & Nature TV",6.6,375,7
s5282,TV-MA,78 min,Stand-Up Comedy,4.7,26613,4.5
s5283,TV-MA,98 min,"Comedies, Dramas",4.4,29854,4.9
s5284,TV-MA,70 min,Stand-Up Comedy,7.2,1963,7.3
s5285,TV-PG,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas",6.3,20903,5.8
s5286,TV-14,4 Seasons,TV Dramas,5.1,14758,4.9
s5287,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",5.9,27236,5.6
s5288,TV-14,8 Seasons,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",5,21372,5.2
s5289,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",6.4,6237,6.2
s5290,TV-PG,1 Season,"International TV Shows, TV Dramas, TV Horror",6.8,5173,7.2
s5291,TV-14,148 min,"Action & Adventure, International Movies",6.2,23780,6.5
s5292,TV-MA,54 min,"Documentaries, International Movies",6.1,5196,6.4
s5293,TV-MA,92 min,"Action & Adventure, Anime Features, International Movies",7.7,22829,8
s5294,TV-MA,107 min,"Action & Adventure, Anime Features, International Movies",4.2,8164,4
s5295,TV-MA,90 min,"Dramas, Independent Movies",5.9,28414,6.4
s5296,TV-PG,135 min,"Comedies, International Movies, Romantic Movies",6.5,16889,6.6
s5297,TV-14,151 min,"Dramas, International Movies, Music & Musicals",6.2,8572,5.8
s5298,TV-PG,1 Season,"International TV Shows, TV Dramas",4.9,27877,4.9
s5299,TV-14,1 Season,"Anime Series, International TV Shows",7.4,5280,7.5
s5300,TV-PG,1 Season,"Docuseries, Reality TV",6.2,7368,6.3
s5301,TV-14,132 min,"Action & Adventure, International Movies",5.2,44,5.7
s5302,TV-Y7,1 Season,Kids' TV,6.7,174,6.4
s5303,TV-MA,95 min,"Comedies, Horror Movies",4.9,4202,5.4
s5304,TV-14,162 min,"Comedies, International Movies, Music & Musicals",7.8,8236,7.8
s5305,TV-14,163 min,"Action & Adventure, Dramas, International Movies",7.4,2160,7.5
s5306,TV-MA,3 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",4.3,27824,4.8
s5307,TV-MA,89 min,"Action & Adventure, Comedies, International Movies",4.1,1615,4
s5308,TV-MA,28 min,"Documentaries, Sports Movies",6.9,455,7.3
s5309,TV-MA,103 min,"Documentaries, International Movies",6.2,12015,6.4
s5310,TV-14,160 min,"Dramas, International Movies, Romantic Movies",6.1,11545,6
s5311,TV-MA,113 min,"Comedies, Dramas, International Movies",5.5,20457,5.4
s5312,TV-G,86 min,"Children & Family Movies, Comedies",7.1,2437,6.8
s5313,TV-14,83 min,"Documentaries, International Movies",6.4,27016,6.7
s5314,TV-MA,113 min,"Dramas, International Movies",6.5,1745,6
s5315,TV-MA,86 min,"Documentaries, International Movies",6.5,592,6.5
s5316,TV-14,57 min,Stand-Up Comedy,7.3,946,7.2
s5317,TV-MA,98 min,"Independent Movies, Thrillers",4.2,28890,4.4
s5318,R,116 min,"International Movies, Thrillers",7.6,17889,8
s5319,TV-MA,100 min,"Horror Movies, Thrillers",0,0,0.5
s5320,TV-MA,51 min,Stand-Up Comedy,6.3,446,6.3
s5321,TV-Y7,5 Seasons,Kids' TV,6.1,25595,6.6
